ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
992,2023-12-28,Problème de connexion,accès suspects ont été détectés,Élevée,En cours,Equipe Réseau
993,2023-12-07,Panne matérielle,capacité bande passante dépassée,Élevée,Ouvert,Equipe Sécurité
994,2023-06-02,Intrusion,échec mise jour logiciel,Critique,Résolu,Equipe Support
995,2023-10-01,Mise à jour échouée,carte réseau ne répond plus,Critique,En cours,Equipe Support
996,2023-01-07,Intrusion,accès suspects ont été détectés,Critique,Résolu,Equipe Support
997,2023-08-25,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Sécurité
998,2023-09-26,Mise à jour échouée,disque dur est tombé panne,Élevée,Ouvert,Equipe Systèmes
999,2023-09-21,Intrusion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Réseau
1000,2023-10-10,Panne matérielle,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Sécurité
1001,2023-07-16,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
1002,2023-03-15,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1003,2023-06-29,Surcharge,accès suspects ont été détectés,Critique,Résolu,Equipe Réseau
1004,2023-12-25,Intrusion,capacité bande passante dépassée,Critique,Ouvert,Equipe Systèmes
1005,2023-12-04,Intrusion,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Support
1006,2023-06-11,Problème de connexion,capacité bande passante dépassée,Critique,En cours,Equipe Support
1007,2023-10-19,Surcharge,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Réseau
1008,2023-05-31,Problème de connexion,base données est sous forte charge,Critique,Ouvert,Equipe Systèmes
1009,2023-11-16,Mise à jour échouée,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Support
1010,2023-11-15,Surcharge,capacité bande passante dépassée,Élevée,En cours,Equipe Réseau
1011,2023-04-17,Problème de connexion,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
1012,2023-05-16,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,En cours,Equipe Support
1013,2023-10-26,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Systèmes
1014,2023-08-22,Surcharge,malware a été trouvé sur serveur,Élevée,En cours,Equipe Sécurité
1015,2023-01-22,Surcharge,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Sécurité
1016,2023-04-15,Panne matérielle,connexion intermittente détectée,Critique,En cours,Equipe Réseau
1017,2023-02-06,Problème de connexion,carte réseau ne répond plus,Élevée,Ouvert,Equipe Sécurité
1018,2023-12-20,Intrusion,serveur web est surchargé,Moyenne,Résolu,Equipe Support
1019,2023-01-11,Panne matérielle,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1020,2023-06-02,Problème de connexion,impossible daccéder internet,Moyenne,Ouvert,Equipe Systèmes
1021,2023-03-24,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Support
1022,2023-09-22,Intrusion,serveur web est surchargé,Élevée,Résolu,Equipe Support
1023,2023-03-27,Problème de connexion,serveur web est surchargé,Faible,Ouvert,Equipe Systèmes
1024,2023-07-28,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Sécurité
1025,2023-06-06,Panne matérielle,connexion au vpn a échoué,Moyenne,Résolu,Equipe Support
1026,2023-11-21,Intrusion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Support
1027,2023-08-18,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
1028,2023-08-13,Intrusion,mise jour firmware a échoué,Faible,Résolu,Equipe Support
1029,2023-10-14,Intrusion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Réseau
1030,2023-10-05,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Support
1031,2023-06-16,Surcharge,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Sécurité
1032,2023-06-02,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1033,2023-10-05,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Réseau
1034,2023-11-18,Problème de connexion,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1035,2023-03-04,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
1036,2023-11-26,Problème de connexion,échec mise jour logiciel,Élevée,En cours,Equipe Sécurité
1037,2023-01-10,Panne matérielle,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
1038,2023-10-01,Panne matérielle,connexion intermittente détectée,Moyenne,Résolu,Equipe Support
1039,2023-06-02,Intrusion,disque dur est tombé panne,Critique,En cours,Equipe Systèmes
1040,2023-06-24,Surcharge,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Support
1041,2023-05-16,Intrusion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
1042,2023-03-25,Intrusion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1043,2023-06-27,Mise à jour échouée,base données est sous forte charge,Moyenne,Résolu,Equipe Sécurité
1044,2023-10-03,Panne matérielle,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1045,2023-03-09,Mise à jour échouée,mise jour firmware a échoué,Faible,Ouvert,Equipe Sécurité
1046,2023-01-06,Intrusion,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
1047,2023-08-11,Problème de connexion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
1048,2023-10-12,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Résolu,Equipe Systèmes
1049,2023-02-28,Surcharge,impossible daccéder internet,Faible,Résolu,Equipe Support
1050,2023-09-02,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Systèmes
1051,2023-03-04,Mise à jour échouée,serveur principal a cessé fonctionner,Moyenne,Résolu,Equipe Sécurité
1052,2023-09-17,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1053,2023-01-06,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Réseau
1054,2023-12-16,Mise à jour échouée,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1055,2023-11-27,Surcharge,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
1056,2023-06-28,Panne matérielle,mise jour firmware a échoué,Critique,En cours,Equipe Systèmes
1057,2023-10-12,Surcharge,malware a été trouvé sur serveur,Faible,En cours,Equipe Sécurité
1058,2023-08-26,Surcharge,impossible daccéder internet,Moyenne,En cours,Equipe Systèmes
1059,2023-02-15,Panne matérielle,accès suspects ont été détectés,Faible,Résolu,Equipe Support
1060,2023-11-12,Mise à jour échouée,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1061,2023-08-01,Intrusion,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1062,2023-06-19,Mise à jour échouée,échec mise jour logiciel,Élevée,Résolu,Equipe Support
1063,2023-10-03,Surcharge,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Réseau
1064,2023-03-02,Problème de connexion,connexion intermittente détectée,Faible,En cours,Equipe Réseau
1065,2023-11-15,Panne matérielle,connexion intermittente détectée,Moyenne,En cours,Equipe Systèmes
1066,2023-05-17,Surcharge,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
1067,2023-12-16,Intrusion,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
1068,2023-12-29,Intrusion,disque dur est tombé panne,Faible,En cours,Equipe Sécurité
1069,2023-04-28,Surcharge,mise jour firmware a échoué,Critique,En cours,Equipe Sécurité
1070,2023-10-16,Panne matérielle,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Systèmes
1071,2023-06-14,Panne matérielle,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Support
1072,2023-02-01,Intrusion,impossible daccéder internet,Moyenne,En cours,Equipe Support
1073,2023-09-25,Surcharge,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
1074,2023-10-17,Intrusion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Sécurité
1075,2023-06-24,Problème de connexion,accès suspects ont été détectés,Faible,Résolu,Equipe Systèmes
1076,2023-01-13,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Systèmes
1077,2023-01-06,Surcharge,malware a été trouvé sur serveur,Élevée,En cours,Equipe Systèmes
1078,2023-12-19,Panne matérielle,serveur web est surchargé,Critique,Résolu,Equipe Réseau
1079,2023-03-17,Intrusion,connexion intermittente détectée,Élevée,En cours,Equipe Réseau
1080,2023-02-27,Problème de connexion,base données est sous forte charge,Faible,Ouvert,Equipe Réseau
1081,2023-03-05,Surcharge,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1082,2023-08-09,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Réseau
1083,2023-05-26,Mise à jour échouée,impossible daccéder internet,Faible,Résolu,Equipe Support
1084,2023-05-20,Intrusion,échec mise jour logiciel,Moyenne,Résolu,Equipe Support
1085,2023-10-17,Panne matérielle,malware a été trouvé sur serveur,Critique,En cours,Equipe Réseau
1086,2023-12-22,Problème de connexion,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1087,2023-06-19,Surcharge,échec mise jour logiciel,Élevée,Résolu,Equipe Systèmes
1088,2023-07-04,Surcharge,connexion intermittente détectée,Faible,En cours,Equipe Sécurité
1089,2023-06-25,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Support
1090,2023-06-21,Problème de connexion,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
1091,2023-03-18,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Réseau
1092,2023-08-27,Intrusion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Systèmes
1093,2023-09-05,Surcharge,mise jour firmware a échoué,Élevée,En cours,Equipe Réseau
1094,2023-07-02,Mise à jour échouée,carte réseau ne répond plus,Critique,Résolu,Equipe Support
1095,2023-10-12,Problème de connexion,connexion intermittente détectée,Faible,Résolu,Equipe Support
1096,2023-06-08,Intrusion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Réseau
1097,2023-02-11,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Sécurité
1098,2023-03-12,Intrusion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Réseau
1099,2023-07-26,Intrusion,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
1100,2023-11-29,Panne matérielle,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Support
1101,2023-07-27,Problème de connexion,connexion intermittente détectée,Moyenne,Résolu,Equipe Support
1102,2023-01-19,Panne matérielle,disque dur est tombé panne,Moyenne,En cours,Equipe Support
1103,2023-10-22,Panne matérielle,mise jour firmware a échoué,Élevée,Résolu,Equipe Réseau
1104,2023-09-18,Panne matérielle,connexion intermittente détectée,Élevée,En cours,Equipe Support
1105,2023-11-22,Problème de connexion,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
1106,2023-07-13,Mise à jour échouée,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
1107,2023-10-03,Panne matérielle,disque dur est tombé panne,Faible,Ouvert,Equipe Systèmes
1108,2023-05-24,Problème de connexion,mise jour firmware a échoué,Critique,Ouvert,Equipe Systèmes
1109,2023-09-06,Surcharge,base données est sous forte charge,Élevée,Ouvert,Equipe Réseau
1110,2023-01-16,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Réseau
1111,2023-07-12,Surcharge,échec mise jour logiciel,Moyenne,En cours,Equipe Sécurité
1112,2023-10-08,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
1113,2023-06-26,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Support
1114,2023-05-20,Intrusion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Réseau
1115,2023-09-22,Mise à jour échouée,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
1116,2023-05-04,Problème de connexion,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Réseau
1117,2023-10-02,Problème de connexion,base données est sous forte charge,Critique,Ouvert,Equipe Support
1118,2023-04-17,Problème de connexion,malware a été trouvé sur serveur,Critique,Résolu,Equipe Réseau
1119,2023-08-04,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1120,2023-01-19,Intrusion,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Réseau
1121,2023-10-20,Surcharge,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1122,2023-08-29,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1123,2023-01-31,Surcharge,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Systèmes
1124,2023-11-08,Surcharge,connexion au vpn a échoué,Faible,Résolu,Equipe Sécurité
1125,2023-03-17,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Systèmes
1126,2023-06-21,Intrusion,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1127,2023-09-12,Intrusion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1128,2023-01-16,Intrusion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Sécurité
1129,2023-04-22,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1130,2023-10-21,Surcharge,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
1131,2023-12-16,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Support
1132,2023-10-27,Panne matérielle,disque dur est tombé panne,Élevée,Résolu,Equipe Sécurité
1133,2023-01-20,Problème de connexion,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Systèmes
1134,2023-05-22,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Systèmes
1135,2023-04-05,Mise à jour échouée,serveur web est surchargé,Faible,Résolu,Equipe Support
1136,2023-07-26,Surcharge,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1137,2023-05-21,Mise à jour échouée,base données est sous forte charge,Critique,Résolu,Equipe Systèmes
1138,2023-04-03,Panne matérielle,connexion intermittente détectée,Moyenne,Résolu,Equipe Support
1139,2023-11-13,Intrusion,connexion intermittente détectée,Moyenne,Résolu,Equipe Systèmes
1140,2023-04-10,Surcharge,connexion au vpn a échoué,Critique,Ouvert,Equipe Réseau
1141,2023-11-01,Surcharge,échec mise jour logiciel,Faible,Résolu,Equipe Réseau
1142,2023-03-03,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Ouvert,Equipe Sécurité
1143,2023-12-29,Mise à jour échouée,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
1144,2023-03-21,Surcharge,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Systèmes
1145,2023-09-28,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Support
1146,2023-06-21,Intrusion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Sécurité
1147,2023-04-29,Panne matérielle,disque dur est tombé panne,Élevée,En cours,Equipe Systèmes
1148,2023-01-04,Panne matérielle,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
1149,2023-08-21,Problème de connexion,impossible daccéder internet,Faible,En cours,Equipe Sécurité
1150,2023-08-22,Surcharge,base données est sous forte charge,Faible,Ouvert,Equipe Systèmes
1151,2023-07-23,Mise à jour échouée,connexion intermittente détectée,Moyenne,Ouvert,Equipe Réseau
1152,2023-01-18,Surcharge,capacité bande passante dépassée,Moyenne,Résolu,Equipe Sécurité
1153,2023-03-12,Problème de connexion,base données est sous forte charge,Élevée,En cours,Equipe Systèmes
1154,2023-11-29,Intrusion,mise jour firmware a échoué,Élevée,Résolu,Equipe Réseau
1155,2023-04-19,Intrusion,serveur principal a cessé fonctionner,Faible,En cours,Equipe Support
1156,2023-05-29,Panne matérielle,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
